Time   0.006468
x	y	imag	real	abs
0	0	0.56067	0.505367	0.754816
0	0.015	0.510455	-0.858816	0.999064
0	0.03	0.175894	-0.924239	0.940828
0	0.045	0.15833	-0.177076	0.237538
0	0.06	-1.44475	0.541858	1.54302
0	0.075	0.0290325	0.105546	0.109466
0	0.09	1.52454	-1.69752	2.28162
0	0.105	0.518808	0.539866	0.748744
0	0.12	-1.37218	1.70271	2.1868
0	0.135	-0.970313	-1.19084	1.5361
0	0.15	1.77117	-1.33871	2.22018
0	0.165	0.980436	1.81658	2.06427
0	0.18	-2.19703	0.851358	2.35621
0	0.195	-0.504628	-2.21195	2.26879
0	0.21	2.09149	-0.267414	2.10852
0	0.225	-0.012761	2.45046	2.4505
0	0.24	-1.57493	-0.651164	1.70423
0	0.255	0.212429	-2.03949	2.05052
0	0.27	1.3534	1.34379	1.90722
0	0.285	-0.582055	1.09019	1.23584
0	0.3	-1.3811	-1.18955	1.82276
0	0.315	1.32109	-0.521384	1.42026
0	0.33	1.21733	0.510968	1.32022
0	0.345	-1.96901	0.878174	2.15596
0	0.36	-0.857758	-0.0307246	0.858308
0	0.375	2.1998	-1.86987	2.88713
0	0.39	0.468987	-0.037196	0.47046
0	0.405	-1.95134	3.06902	3.63684
0	0.42	-0.24238	-0.383767	0.4539
0	0.435	1.2946	-3.72148	3.94023
0	0.45	0.509529	0.885067	1.02126
0	0.465	-0.822765	3.46801	3.56427
0	0.48	-0.864249	-0.993871	1.31708
0	0.495	0.551973	-2.68865	2.74472
0	0.51	0.867224	0.908526	1.25598
0	0.525	-0.122785	1.66823	1.67274
0	0.54	-0.563833	-0.798259	0.977305
0	0.555	-0.615878	-0.714492	0.943294
0	0.57	0.149391	0.795259	0.809169
0	0.585	1.46685	-0.0669983	1.46838
0	0.6	0.0369816	-0.714245	0.715201
0	0.615	-1.78647	0.633606	1.8955
0	0.63	-0.246416	0.303631	0.39104
0	0.645	1.37729	-0.891373	1.64057
0	0.66	0.456881	0.257805	0.524598
0	0.675	-0.581106	1.44822	1.56046
0	0.69	-0.280999	-0.944989	0.985883
0	0.705	-0.295036	-2.34724	2.36571
0	0.72	-0.0775024	1.65643	1.65824
0	0.735	0.549702	2.99495	3.04497
0	0.75	0.675968	-1.96757	2.08045
0	0.765	-0.135762	-3.0165	3.01955
0	0.78	-1.61934	2.13667	2.68098
0	0.795	-0.104209	1.92997	1.93278
0	0.81	2.62982	-2.11409	3.37421
0	0.825	-0.113791	0.103534	0.153843
0	0.84	-3.70797	1.3456	3.94458
0	0.855	0.804555	-1.933	2.09375
0	0.87	4.77192	-0.0800278	4.77259
0	0.885	-2.02076	2.79096	3.44572
0	0.9	-5.0962	-0.954501	5.18482
