Time   0.007644
x	y	imag	real	abs
0	0	-0.12812	-0.148777	0.19634
0	0.015	0.00849002	-0.369166	0.369264
0	0.03	-0.712156	0.358015	0.797083
0	0.045	-0.277425	-0.618273	0.677662
0	0.06	0.00152486	-0.290601	0.290605
0	0.075	1.22607	0.109012	1.2309
0	0.09	-0.302648	0.48817	0.574374
0	0.105	-0.42668	-0.104828	0.439369
0	0.12	0.942139	-1.00116	1.37475
0	0.135	-0.270903	0.446154	0.521959
0	0.15	-0.523235	0.913564	1.05279
0	0.165	-0.242415	-0.880084	0.91286
0	0.18	0.297837	-0.543589	0.619836
0	0.195	1.21404	0.936107	1.53303
0	0.21	-0.925318	0.212195	0.949337
0	0.225	-2.25646	-0.542166	2.32068
0	0.24	2.35878	-0.543096	2.42049
0	0.255	2.629	0.175734	2.63487
0	0.27	-3.93419	1.35329	4.16044
0	0.285	-2.10717	-0.484897	2.16224
0	0.3	4.77765	-1.75676	5.0904
0	0.315	1.11529	1.26093	1.68339
0	0.33	-4.67248	1.27555	4.84346
0	0.345	0.0688017	-1.71424	1.71562
0	0.36	3.66581	-0.399199	3.68748
0	0.375	-1.04461	1.58792	1.90071
0	0.39	-2.2031	-0.363728	2.23292
0	0.405	1.50775	-0.853797	1.73271
0	0.42	0.992247	0.474848	1.10002
0	0.435	-1.73795	0.109523	1.7414
0	0.45	-0.0215331	-0.0557531	0.0597669
0	0.465	1.6459	-0.0101352	1.64594
0	0.48	-0.67686	-0.0338764	0.677707
0	0.495	-1.24064	0.277168	1.27123
0	0.51	1.12864	-0.340923	1.17901
0	0.525	0.86006	-0.700753	1.10939
0	0.54	-1.74453	0.950161	1.98651
0	0.555	-0.351457	1.13335	1.18659
0	0.57	2.42281	-1.67585	2.94592
0	0.585	-0.335092	-1.26836	1.31188
0	0.6	-2.91863	1.93664	3.5027
0	0.615	0.708459	1.33366	1.51015
0	0.63	3.15133	-1.44935	3.46865
0	0.645	-0.947063	-1.40549	1.6948
0	0.66	-2.62658	1.08065	2.8402
0	0.675	1.57535	1.37886	2.09356
0	0.69	1.60091	-1.15605	1.97468
0	0.705	-1.68128	-1.9106	2.54501
0	0.72	-0.914287	0.579756	1.08261
0	0.735	0.178841	2.62499	2.63108
0	0.75	-0.155589	0.755944	0.77179
0	0.765	1.5922	-1.90488	2.48267
0	0.78	1.96997	-0.783652	2.12012
0	0.795	-0.963596	0.277931	1.00288
0	0.81	-2.73748	-1.66201	3.20251
0	0.825	-1.76039	0.00339123	1.76039
0	0.84	1.09542	4.26813	4.40646
0	0.855	3.47659	1.57068	3.81493
0	0.87	1.55659	-4.36096	4.63044
0	0.885	-2.48062	-3.13964	4.00135
0	0.9	-3.10754	2.14803	3.77767
0	0.915	0.211605	3.33763	3.34433
0	0.93	3.04795	0.0257533	3.04806
0	0.945	1.13026	-2.1789	2.4546
0	0.96	-1.99395	-0.925735	2.19837
0	0.975	-1.1574	0.463476	1.24675
0	0.99	0.890948	1.10924	1.42275
0	1.005	0.578255	0.805404	0.991491
0	1.02	-0.37512	-1.12853	1.18925
0	1.035	0.264369	-1.19785	1.22667
0	1.05	0.272295	0.864526	0.906394
0	1.065	-1.15743	1.11541	1.60742
0	1.08	-0.124201	-0.328825	0.351499
0	1.095	1.69553	-1.03728	1.98765
0	1.11	-0.204628	-0.252519	0.32502
0	1.125	-1.60436	1.26811	2.04501
0	1.14	0.61121	0.504681	0.792642
