Time   4.2e-05
x	y	imag	real	abs
0	0	-2.2195e-22	-4.50713e-23	2.2648e-22
0	0.015	-1.07424e-23	1.12048e-23	1.55224e-23
0	0.03	3.4867e-25	6.31336e-25	7.21219e-25
0	0.045	2.43745e-26	-7.21416e-27	2.54197e-26
0	0.06	-7.65603e-29	-7.29498e-28	7.33504e-28
0	0.075	-1.69664e-29	7.08853e-30	1.83876e-29
0	0.09	2.33147e-31	3.40418e-31	4.12604e-31
0	0.105	2.81549e-32	-1.07804e-32	3.01482e-32
0	0.12	1.07836e-31	2.22036e-31	2.46837e-31
0	0.135	-2.05302e-30	3.20815e-31	2.07794e-30
0	0.15	-4.53576e-30	-1.9949e-29	2.04582e-29
0	0.165	1.68139e-28	-1.31801e-29	1.68654e-28
0	0.18	5.24601e-29	1.44286e-27	1.44381e-27
0	0.195	-1.13701e-26	-5.78913e-28	1.13848e-26
0	0.21	1.0601e-26	-8.69066e-26	8.75508e-26
0	0.225	6.28267e-25	1.25909e-25	6.40759e-25
0	0.24	-1.21291e-24	4.33769e-24	4.50408e-24
0	0.255	-2.84906e-23	-1.03406e-23	3.03091e-23
0	0.27	8.03512e-23	-1.78146e-22	1.95428e-22
0	0.285	1.0595e-21	5.78068e-22	1.20694e-21
0	0.3	-3.8848e-21	5.99006e-21	7.1395e-21
0	0.315	-3.21652e-20	-2.45226e-20	4.0447e-20
0	0.33	1.45937e-19	-1.63875e-19	2.19437e-19
0	0.345	7.91069e-19	8.20861e-19	1.14e-18
0	0.36	-4.37184e-18	3.61171e-18	5.67076e-18
0	0.375	-1.5558e-17	-2.20762e-17	2.70076e-17
0	0.39	1.05797e-16	-6.30173e-17	1.23143e-16
0	0.405	2.38819e-16	4.81542e-16	5.3751e-16
0	0.42	-2.08276e-15	8.40288e-16	2.24588e-15
0	0.435	-2.70968e-15	-8.56376e-15	8.98222e-15
0	0.45	3.34837e-14	-7.81556e-15	3.43837e-14
0	0.465	1.90827e-14	1.24516e-13	1.2597e-13
0	0.48	-4.40446e-13	3.2979e-14	4.41679e-13
0	0.495	3.98885e-15	-1.48198e-12	1.48199e-12
0	0.51	4.7431e-12	3.81267e-13	4.7584e-12
0	0.525	-2.29766e-12	1.44378e-11	1.46195e-11
0	0.54	-4.1791e-11	-1.00283e-11	4.29774e-11
0	0.555	3.72541e-11	-1.14998e-10	1.20882e-10
0	0.57	3.00729e-10	1.24016e-10	3.25297e-10
0	0.585	-3.78587e-10	7.47023e-10	8.37479e-10
0	0.6	-1.76161e-09	-1.07297e-09	2.06265e-09
0	0.615	2.84405e-09	-3.94069e-09	4.8598e-09
0	0.63	8.35401e-09	7.08373e-09	1.0953e-08
0	0.645	-1.66321e-08	1.67618e-08	2.36132e-08
0	0.66	-3.17766e-08	-3.68952e-08	4.8693e-08
0	0.675	7.74526e-08	-5.67869e-08	9.60399e-08
0	0.69	9.53511e-08	1.54052e-07	1.81174e-07
0	0.705	-2.90572e-07	1.49715e-07	3.26874e-07
0	0.72	-2.18202e-07	-5.20102e-07	5.6402e-07
0	0.735	8.83875e-07	-2.91575e-07	9.30726e-07
0	0.75	3.49114e-07	1.42666e-06	1.46875e-06
0	0.765	-2.18769e-06	3.55931e-07	2.21646e-06
0	0.78	-2.63639e-07	-3.18758e-06	3.19847e-06
0	0.795	4.41346e-06	-1.63345e-08	4.41349e-06
0	0.81	-4.37339e-07	5.80681e-06	5.82326e-06
0	0.825	-7.25945e-06	-1.12763e-06	7.34651e-06
0	0.84	2.04684e-06	-8.622e-06	8.86163e-06
0	0.855	9.72622e-06	3.1383e-06	1.022e-05
0	0.87	-4.29685e-06	1.04175e-05	1.12688e-05
0	0.885	-1.05892e-05	-5.38359e-06	1.18792e-05
0	0.9	6.25282e-06	-1.02091e-05	1.19718e-05
0	0.915	9.32812e-06	6.78397e-06	1.15341e-05
0	0.93	-6.90906e-06	8.06934e-06	1.06231e-05
0	0.945	-6.59988e-06	-6.62693e-06	9.35279e-06
0	0.96	6.00024e-06	-5.09454e-06	7.87129e-06
0	0.975	3.70227e-06	5.13705e-06	6.33215e-06
0	0.99	-4.16373e-06	2.52405e-06	4.86904e-06
0	1.005	-1.60596e-06	-3.19796e-06	3.57856e-06
0	1.02	2.32908e-06	-9.4586e-07	2.51381e-06
0	1.035	5.08542e-07	1.60929e-06	1.68773e-06
0	1.05	-1.05532e-06	2.43011e-07	1.08294e-06
