Time   0.018354
x	y	imag	real	abs
-0.25	-0.25	5.21267e-05	-5.91835e-05	7.88662e-05
-0.25	-0.245	-3.51738e-05	-2.19091e-05	4.14392e-05
-0.25	-0.24	-5.92542e-06	-2.47486e-06	6.4215e-06
-0.25	-0.235	1.9898e-05	1.13735e-05	2.29191e-05
-0.25	-0.23	-3.65233e-05	-1.81614e-05	4.07896e-05
-0.25	-0.225	-1.70474e-05	-2.00741e-05	2.63359e-05
-0.25	-0.22	8.34335e-06	6.19521e-05	6.25114e-05
-0.25	-0.215	-5.40752e-05	2.62804e-05	6.01231e-05
-0.25	-0.21	-5.40882e-05	-3.06558e-05	6.21716e-05
-0.25	-0.205	-1.13445e-05	-8.71056e-05	8.78412e-05
-0.25	-0.2	7.54375e-07	-8.97012e-05	8.97044e-05
-0.25	-0.195	2.1286e-05	-2.2581e-05	3.10322e-05
-0.25	-0.19	3.85664e-06	1.71837e-05	1.76112e-05
-0.25	-0.185	-4.48315e-06	-9.27675e-06	1.03032e-05
-0.25	-0.18	1.59241e-05	-3.13241e-05	3.51394e-05
-0.25	-0.175	-1.16909e-05	-2.80835e-05	3.04197e-05
-0.25	-0.17	-4.20354e-05	-5.51946e-05	6.93788e-05
-0.25	-0.165	-6.23183e-05	-9.86489e-05	0.000116684
-0.25	-0.16	-4.20145e-05	-6.93562e-05	8.10895e-05
-0.25	-0.155	6.98145e-06	-4.51871e-05	4.57232e-05
-0.25	-0.15	6.9181e-06	-5.13364e-05	5.18005e-05
-0.25	-0.145	-1.14009e-05	-4.87557e-05	5.0071e-05
-0.25	-0.14	-1.00255e-05	-2.92248e-05	3.08965e-05
-0.25	-0.135	1.3285e-06	-9.23635e-06	9.3314e-06
-0.25	-0.13	3.69723e-06	-9.79568e-07	3.82479e-06
-0.25	-0.125	-1.98664e-06	6.28065e-06	6.58736e-06
-0.25	-0.12	-7.75551e-06	1.62903e-05	1.80422e-05
-0.25	-0.115	-7.24689e-06	1.74097e-05	1.88578e-05
-0.25	-0.11	-5.6811e-07	7.1705e-06	7.19297e-06
-0.25	-0.105	6.79903e-06	-3.44303e-06	7.62111e-06
-0.25	-0.1	9.58382e-06	-7.13823e-06	1.19501e-05
-0.25	-0.095	7.55324e-06	-5.68718e-06	9.45492e-06
-0.25	-0.09	4.00946e-06	-3.18673e-06	5.12162e-06
-0.25	-0.085	1.50402e-06	-1.44868e-06	2.08824e-06
-0.25	-0.08	4.39999e-07	-5.44016e-07	6.9968e-07
-0.25	-0.075	1.55966e-07	-1.4441e-07	2.12555e-07
-0.25	-0.07	9.84097e-08	-1.54682e-08	9.96179e-08
-0.25	-0.065	6.58572e-08	8.11951e-09	6.63558e-08
-0.25	-0.06	3.65024e-08	4.1089e-09	3.6733e-08
-0.25	-0.055	1.63155e-08	5.33637e-10	1.63242e-08
-0.25	-0.05	6.2747e-09	-6.14504e-10	6.30472e-09
-0.25	-0.045	2.17197e-09	-4.48791e-10	2.21785e-09
-0.25	-0.04	6.23766e-10	-2.01817e-10	6.55602e-10
-0.25	-0.035	1.73119e-10	-9.37378e-11	1.96868e-10
-0.25	-0.03	5.62155e-11	-1.73917e-11	5.88443e-11
-0.25	-0.025	9.55867e-13	-3.84343e-12	3.96051e-12
-0.25	-0.02	-6.52217e-12	9.72695e-13	6.5943e-12
-0.25	-0.015	2.83613e-12	1.40205e-12	3.16376e-12
-0.25	-0.01	1.80836e-12	-2.19446e-13	1.82163e-12
-0.25	-0.005	-1.02068e-12	9.43468e-13	1.38994e-12
-0.25	0	-1.37967e-12	1.15211e-12	1.79746e-12
-0.25	0.005	-2.11393e-13	-6.29959e-13	6.64481e-13
-0.25	0.01	6.27299e-13	-9.84999e-13	1.16779e-12
-0.25	0.015	1.11975e-13	1.62723e-12	1.63108e-12
