Time   8.4e-05
x	y	imag	real	abs
-0.25	-0.25	2.71513e-26	4.25787e-26	5.04989e-26
-0.25	-0.245	4.81743e-26	7.75745e-26	9.13158e-26
-0.25	-0.24	1.38361e-25	3.15624e-25	3.44619e-25
-0.25	-0.235	5.3291e-25	1.05956e-24	1.18603e-24
-0.25	-0.23	1.88536e-24	3.40893e-24	3.89556e-24
-0.25	-0.225	6.47033e-24	1.06415e-23	1.24542e-23
-0.25	-0.22	2.15166e-23	3.21222e-23	3.86626e-23
-0.25	-0.215	6.92624e-23	9.37329e-23	1.16547e-22
-0.25	-0.21	2.15763e-22	2.64258e-22	3.41154e-22
-0.25	-0.205	6.50327e-22	7.19295e-22	9.69696e-22
-0.25	-0.2	1.89632e-21	1.88862e-21	2.67637e-21
-0.25	-0.195	5.34923e-21	4.77802e-21	7.17243e-21
-0.25	-0.19	1.45965e-20	1.16296e-20	1.86629e-20
-0.25	-0.185	3.85268e-20	2.71782e-20	4.71484e-20
-0.25	-0.18	9.83582e-20	6.08128e-20	1.1564e-19
-0.25	-0.175	2.42857e-19	1.29755e-19	2.75346e-19
-0.25	-0.17	5.79861e-19	2.62379e-19	6.3646e-19
-0.25	-0.165	1.3386e-18	4.97813e-19	1.42817e-18
-0.25	-0.16	2.98685e-18	8.70523e-19	3.11113e-18
-0.25	-0.155	6.43966e-18	1.35235e-18	6.58012e-18
-0.25	-0.15	1.34088e-17	1.69214e-18	1.35152e-17
-0.25	-0.145	2.69481e-17	1.03452e-18	2.69679e-17
-0.25	-0.14	5.22291e-17	-2.89883e-18	5.23095e-17
-0.25	-0.135	9.75139e-17	-1.54316e-17	9.87274e-17
-0.25	-0.13	1.75122e-16	-4.79315e-17	1.81563e-16
-0.25	-0.125	3.01888e-16	-1.23008e-16	3.25987e-16
-0.25	-0.12	4.9811e-16	-2.82971e-16	5.72875e-16
-0.25	-0.115	7.83319e-16	-6.02771e-16	9.88393e-16
-0.25	-0.11	1.16645e-15	-1.2085e-15	1.6796e-15
-0.25	-0.105	1.62729e-15	-2.30203e-15	2.81911e-15
