Time   0.037422
x	y	imag	real	abs
-0.25	-0.25	-0.000105332	5.10555e-06	0.000105455
-0.25	-0.245	-5.99248e-06	-1.82077e-05	1.91685e-05
-0.25	-0.24	0.000107697	5.10559e-05	0.000119186
-0.25	-0.235	6.44433e-06	1.43065e-06	6.60122e-06
-0.25	-0.23	-6.24061e-05	-2.76206e-05	6.82453e-05
-0.25	-0.225	6.39763e-05	3.94619e-05	7.51679e-05
-0.25	-0.22	0.000123735	5.64901e-05	0.00013602
-0.25	-0.215	1.74047e-05	2.78644e-05	3.28534e-05
-0.25	-0.21	-1.28951e-05	-5.80236e-06	1.41404e-05
-0.25	-0.205	-8.39109e-06	-3.1366e-05	3.2469e-05
-0.25	-0.2	-1.09999e-05	3.20422e-05	3.38778e-05
-0.25	-0.195	4.88967e-05	5.79401e-05	7.58151e-05
-0.25	-0.19	8.62656e-05	-9.42829e-07	8.62708e-05
-0.25	-0.185	4.74019e-05	-1.00872e-05	4.84633e-05
-0.25	-0.18	6.43781e-05	1.03639e-05	6.5207e-05
-0.25	-0.175	8.15901e-05	9.4452e-06	8.2135e-05
-0.25	-0.17	0.00010815	-8.28744e-06	0.000108467
-0.25	-0.165	0.000105684	-5.1921e-06	0.000105812
-0.25	-0.16	5.16972e-05	1.31518e-06	5.17139e-05
-0.25	-0.155	-1.57408e-05	-2.52072e-05	2.97182e-05
-0.25	-0.15	-7.03399e-05	-3.71913e-05	7.95669e-05
-0.25	-0.145	-7.03837e-05	-2.90066e-05	7.61265e-05
-0.25	-0.14	-2.77921e-05	-2.91784e-05	4.02962e-05
-0.25	-0.135	-5.375e-06	-1.53078e-05	1.62241e-05
-0.25	-0.13	-1.03043e-05	1.15822e-05	1.55025e-05
-0.25	-0.125	-1.13035e-05	2.21601e-05	2.48765e-05
-0.25	-0.12	6.84156e-06	1.20611e-05	1.38664e-05
-0.25	-0.115	2.70238e-05	2.64841e-06	2.71532e-05
-0.25	-0.11	3.11641e-05	2.77461e-06	3.12874e-05
-0.25	-0.105	2.33197e-05	5.37521e-06	2.39312e-05
-0.25	-0.1	1.32103e-05	5.45151e-06	1.4291e-05
-0.25	-0.095	5.97844e-06	4.12356e-06	7.26261e-06
-0.25	-0.09	2.17419e-06	2.74915e-06	3.50499e-06
-0.25	-0.085	6.16813e-07	1.54156e-06	1.66039e-06
-0.25	-0.08	1.21383e-07	6.1161e-07	6.23539e-07
-0.25	-0.075	1.27227e-08	9.08073e-08	9.16942e-08
-0.25	-0.07	5.61998e-09	-7.94044e-08	7.9603e-08
-0.25	-0.065	6.79677e-09	-7.96649e-08	7.99543e-08
-0.25	-0.06	2.61182e-09	-4.34764e-08	4.35548e-08
-0.25	-0.055	-1.15752e-09	-1.73219e-08	1.73605e-08
-0.25	-0.05	-1.92352e-09	-5.66345e-09	5.98119e-09
-0.25	-0.045	-1.44121e-09	-1.75397e-09	2.27013e-09
-0.25	-0.04	-6.89594e-10	-5.32305e-10	8.71142e-10
-0.25	-0.035	-2.61337e-10	-1.89397e-10	3.22751e-10
-0.25	-0.03	-8.40454e-11	-9.96434e-11	1.30355e-10
-0.25	-0.025	-2.89014e-11	-1.43175e-11	3.22534e-11
-0.25	-0.02	-6.98096e-12	-1.47105e-11	1.62829e-11
-0.25	-0.015	-2.11709e-12	-1.02909e-11	1.05064e-11
-0.25	-0.01	6.84268e-13	-1.97312e-13	7.12148e-13
-0.25	-0.005	7.37362e-13	6.87339e-13	1.00804e-12
-0.25	0	-3.61041e-13	-8.35724e-13	9.10376e-13
-0.25	0.005	-5.79244e-13	2.16728e-13	6.18462e-13
-0.25	0.01	-6.70661e-13	8.99831e-13	1.12227e-12
-0.25	0.015	4.20579e-13	-2.27858e-12	2.31707e-12
-0.25	0.02	3.8297e-13	-2.10236e-12	2.13696e-12
-0.25	0.025	-2.67949e-12	2.34803e-12	3.56271e-12
-0.25	0.03	5.43586e-12	-1.54963e-11	1.6422e-11
-0.25	0.035	5.44819e-11	-2.15857e-11	5.86022e-11
-0.25	0.04	2.08622e-10	-6.72068e-11	2.1918e-10
-0.25	0.045	6.93025e-10	-2.23902e-10	7.28297e-10
-0.25	0.05	2.00366e-09	-7.64983e-10	2.14473e-09
-0.25	0.055	4.56696e-09	-2.57706e-09	5.24389e-09
-0.25	0.06	8.15329e-09	-7.37859e-09	1.09963e-08
-0.25	0.065	8.82068e-09	-1.80355e-08	2.00769e-08
-0.25	0.07	-4.72948e-09	-3.8651e-08	3.89393e-08
-0.25	0.075	-5.04327e-08	-7.10087e-08	8.70959e-08
-0.25	0.08	-1.41298e-07	-1.14536e-07	1.81889e-07
-0.25	0.085	-2.65378e-07	-1.73058e-07	3.1682e-07
-0.25	0.09	-3.74673e-07	-2.50378e-07	4.50632e-07
-0.25	0.095	-4.15101e-07	-3.00788e-07	5.12623e-07
-0.25	0.1	-3.86489e-07	-1.58016e-07	4.17543e-07
-0.25	0.105	-3.81672e-07	3.80037e-07	5.38611e-07
-0.25	0.11	-5.30191e-07	1.25328e-06	1.36082e-06
-0.25	0.115	-7.09317e-07	2.0002e-06	2.12224e-06
-0.25	0.12	-5.01052e-07	2.0899e-06	2.14912e-06
-0.25	0.125	3.99198e-07	1.52757e-06	1.57887e-06
-0.25	0.13	1.00605e-06	6.81507e-07	1.21515e-06
-0.25	0.135	5.61452e-07	3.44798e-07	6.58874e-07
-0.25	0.14	1.48293e-07	8.26455e-07	8.39654e-07
-0.25	0.145	4.79098e-07	1.0076e-06	1.1157e-06
-0.25	0.15	1.12287e-06	9.6227e-07	1.47878e-06
-0.25	0.155	1.13085e-06	7.10831e-07	1.3357e-06
-0.25	0.16	7.18258e-07	-1.00802e-06	1.23774e-06
-0.25	0.165	-7.80733e-07	-8.14043e-07	1.12792e-06
-0.25	0.17	-9.85709e-07	7.67338e-07	1.24917e-06
-0.25	0.175	-1.19288e-08	1.09764e-06	1.0977e-06
-0.25	0.18	-5.79904e-07	7.70088e-07	9.64015e-07
-0.25	0.185	-5.51038e-07	1.72268e-08	5.51307e-07
-0.25	0.19	-7.4315e-07	-7.90097e-08	7.47338e-07
-0.25	0.195	-3.13921e-07	2.00183e-06	2.0263e-06
-0.25	0.2	7.90556e-07	1.21366e-06	1.44843e-06
-0.25	0.205	-7.02264e-07	1.15877e-06	1.35496e-06
-0.25	0.21	-1.17981e-06	1.05314e-06	1.58147e-06
-0.25	0.215	6.07492e-07	-1.57284e-06	1.68609e-06
-0.25	0.22	1.0149e-06	-2.00428e-06	2.24659e-06
-0.25	0.225	1.05072e-06	9.07757e-07	1.38854e-06
-0.25	0.23	-1.86586e-07	2.32049e-06	2.32798e-06
-0.25	0.235	-5.93614e-07	-4.09016e-07	7.20883e-07
-0.25	0.24	2.50058e-07	-1.51037e-06	1.53093e-06
-0.25	0.245	-1.90841e-06	-1.3324e-07	1.91306e-06
-0.245	-0.25	-9.27306e-05	-1.13647e-05	9.34244e-05
-0.245	-0.245	-1.50831e-05	-6.31449e-05	6.49213e-05
-0.245	-0.24	6.83992e-05	4.52726e-05	8.20247e-05
-0.245	-0.235	-5.56295e-05	-1.66688e-05	5.80731e-05
-0.245	-0.23	-0.000131516	-7.69306e-05	0.000152364
-0.245	-0.225	-1.10538e-06	-1.84521e-05	1.84852e-05
-0.245	-0.22	3.37278e-05	-2.16317e-06	3.37971e-05
-0.245	-0.215	-7.6097e-05	1.17475e-05	7.69984e-05
-0.245	-0.21	-1.68105e-06	1.63502e-06	2.34504e-06
-0.245	-0.205	1.86487e-05	-3.93135e-05	4.35124e-05
-0.245	-0.2	-6.66321e-05	6.67963e-06	6.6966e-05
-0.245	-0.195	-9.80097e-06	1.42889e-05	1.73272e-05
-0.245	-0.19	2.25108e-05	-3.10773e-05	3.83736e-05
-0.245	-0.185	-6.95749e-05	-2.46211e-05	7.38029e-05
-0.245	-0.18	-5.16094e-05	-1.43683e-05	5.35722e-05
-0.245	-0.175	-7.74109e-05	1.11786e-05	7.82139e-05
-0.245	-0.17	-4.13175e-05	-1.0567e-06	4.1331e-05
-0.245	-0.165	1.86163e-05	4.31987e-06	1.91109e-05
-0.245	-0.16	1.5404e-05	1.19637e-05	1.95041e-05
-0.245	-0.155	-2.02043e-05	-3.70942e-05	4.22397e-05
-0.245	-0.15	-7.46628e-05	-4.50216e-05	8.71864e-05
-0.245	-0.145	-6.42684e-05	-1.94621e-05	6.71506e-05
-0.245	-0.14	1.37697e-05	-2.93395e-05	3.241e-05
-0.245	-0.135	4.54272e-05	-2.23734e-05	5.0638e-05
-0.245	-0.13	1.41417e-05	1.67284e-05	2.1905e-05
-0.245	-0.125	-1.24193e-05	3.66153e-05	3.86642e-05
-0.245	-0.12	1.07038e-05	2.11109e-05	2.36694e-05
-0.245	-0.115	5.02409e-05	6.55495e-06	5.06667e-05
-0.245	-0.11	6.00881e-05	8.82501e-06	6.07327e-05
-0.245	-0.105	4.55921e-05	1.32515e-05	4.74789e-05
-0.245	-0.1	2.59228e-05	1.12303e-05	2.82508e-05
-0.245	-0.095	1.16396e-05	7.3879e-06	1.37863e-05
-0.245	-0.09	4.08971e-06	4.59142e-06	6.14873e-06
-0.245	-0.085	1.07101e-06	2.34742e-06	2.5802e-06
-0.245	-0.08	1.85237e-07	5.47683e-07	5.7816e-07
-0.245	-0.075	4.01319e-08	-4.05627e-07	4.07607e-07
-0.245	-0.07	5.56878e-08	-5.65603e-07	5.68337e-07
-0.245	-0.065	4.94075e-08	-3.80685e-07	3.83878e-07
-0.245	-0.06	1.91885e-08	-1.84957e-07	1.8595e-07
-0.245	-0.055	-2.37771e-09	-7.02168e-08	7.0257e-08
-0.245	-0.05	-7.74945e-09	-2.2575e-08	2.38681e-08
-0.245	-0.045	-6.17415e-09	-7.14886e-09	9.44597e-09
-0.245	-0.04	-3.02907e-09	-2.32005e-09	3.81548e-09
-0.245	-0.035	-1.18129e-09	-9.10146e-10	1.49124e-09
-0.245	-0.03	-4.03301e-10	-4.55964e-10	6.08732e-10
-0.245	-0.025	-1.26364e-10	-9.17178e-11	1.56141e-10
-0.245	-0.02	-2.55939e-11	-6.00203e-11	6.52494e-11
-0.245	-0.015	-5.48526e-12	-3.57997e-11	3.62175e-11
-0.245	-0.01	9.40479e-13	-4.70229e-13	1.05148e-12
-0.245	-0.005	3.62716e-13	2.72325e-12	2.7473e-12
-0.245	0	-1.96131e-12	-8.41501e-13	2.13422e-12
-0.245	0.005	-6.16398e-13	1.29201e-13	6.29793e-13
-0.245	0.01	3.73071e-13	6.09015e-13	7.142e-13
-0.245	0.015	2.00069e-13	-1.72677e-13	2.64282e-13
-0.245	0.02	-1.68312e-13	-3.50459e-13	3.88781e-13
-0.245	0.025	-4.68538e-13	3.47131e-13	5.83119e-13
-0.245	0.03	7.5531e-13	-2.06694e-12	2.20062e-12
-0.245	0.035	6.27742e-12	-2.43851e-12	6.73442e-12
-0.245	0.04	2.14918e-11	-7.39504e-12	2.27285e-11
-0.245	0.045	6.61235e-11	-2.21461e-11	6.97335e-11
-0.245	0.05	1.79488e-10	-6.92719e-11	1.92392e-10
-0.245	0.055	3.86902e-10	-2.15592e-10	4.42914e-10
-0.245	0.06	6.63678e-10	-5.78778e-10	8.80598e-10
-0.245	0.065	7.17782e-10	-1.34083e-09	1.52086e-09
-0.245	0.07	-2.08067e-10	-2.74296e-09	2.75084e-09
-0.245	0.075	-3.21267e-09	-4.83691e-09	5.80663e-09
-0.245	0.08	-8.95467e-09	-7.5414e-09	1.17072e-08
-0.245	0.085	-1.64921e-08	-1.10719e-08	1.9864e-08
-0.245	0.09	-2.28171e-08	-1.55945e-08	2.7637e-08
-0.245	0.095	-2.48037e-08	-1.84233e-08	3.08973e-08
-0.245	0.1	-2.25792e-08	-1.06084e-08	2.49471e-08
-0.245	0.105	-2.13506e-08	1.75641e-08	2.76468e-08
-0.245	0.11	-2.78786e-08	6.1325e-08	6.73645e-08
