Time   0.028056
x	y	imag	real	abs
-0.25	-0.25	4.74728e-05	0.000114755	0.000124187
-0.25	-0.245	-2.04063e-05	1.55404e-05	2.56499e-05
-0.25	-0.24	-4.33913e-06	3.96917e-05	3.99281e-05
-0.25	-0.235	4.34551e-05	8.54306e-05	9.58474e-05
-0.25	-0.23	-6.53306e-06	1.00669e-05	1.20009e-05
-0.25	-0.225	-1.95438e-05	-3.21242e-05	3.76022e-05
-0.25	-0.22	-1.4177e-05	-5.99101e-05	6.15646e-05
-0.25	-0.215	-5.24484e-05	3.40364e-05	6.25245e-05
-0.25	-0.21	-0.000122841	-2.04037e-05	0.000124524
-0.25	-0.205	-0.000103711	-4.16745e-05	0.00011177
-0.25	-0.2	-3.02154e-05	1.95186e-05	3.59714e-05
-0.25	-0.195	3.91397e-05	-3.4411e-05	5.21156e-05
-0.25	-0.19	6.84346e-06	-8.06629e-05	8.09527e-05
-0.25	-0.185	1.23485e-05	-5.39766e-05	5.53712e-05
-0.25	-0.18	6.70316e-05	2.26823e-05	7.07653e-05
-0.25	-0.175	4.61693e-05	4.13879e-05	6.20045e-05
-0.25	-0.17	2.0148e-05	3.59155e-05	4.11809e-05
-0.25	-0.165	-1.19294e-05	5.3003e-05	5.43289e-05
-0.25	-0.16	-4.4692e-05	3.45421e-05	5.64848e-05
-0.25	-0.155	-5.62155e-05	1.03379e-05	5.71581e-05
-0.25	-0.15	-7.36923e-05	7.31727e-06	7.40547e-05
-0.25	-0.145	-5.96652e-05	2.6124e-05	6.51337e-05
-0.25	-0.14	-3.25731e-05	3.48073e-05	4.76713e-05
-0.25	-0.135	-8.77732e-06	2.58694e-05	2.73179e-05
-0.25	-0.13	2.71843e-05	1.30371e-05	3.01488e-05
-0.25	-0.125	5.933e-05	-2.67541e-07	5.93306e-05
-0.25	-0.12	6.67847e-05	-1.47923e-05	6.84032e-05
-0.25	-0.115	5.00468e-05	-2.05291e-05	5.40937e-05
-0.25	-0.11	2.84861e-05	-1.72742e-05	3.33145e-05
-0.25	-0.105	1.41921e-05	-1.24331e-05	1.88679e-05
-0.25	-0.1	6.77594e-06	-9.02592e-06	1.12863e-05
-0.25	-0.095	2.64324e-06	-6.27097e-06	6.80528e-06
-0.25	-0.09	3.84682e-07	-3.73908e-06	3.75881e-06
-0.25	-0.085	-4.22152e-07	-1.8085e-06	1.85712e-06
-0.25	-0.08	-4.10548e-07	-6.73707e-07	7.88943e-07
-0.25	-0.075	-1.97294e-07	-1.70128e-07	2.60516e-07
-0.25	-0.07	-5.00484e-08	-9.96209e-09	5.10302e-08
-0.25	-0.065	6.80777e-09	1.77466e-08	1.90075e-08
-0.25	-0.06	1.5458e-08	1.11949e-08	1.9086e-08
-0.25	-0.055	1.02781e-08	3.81207e-09	1.09623e-08
-0.25	-0.05	5.04168e-09	3.94384e-10	5.05709e-09
-0.25	-0.045	2.01425e-09	-2.7144e-10	2.03245e-09
-0.25	-0.04	6.73062e-10	-2.13944e-10	7.06247e-10
-0.25	-0.035	1.9578e-10	-1.1746e-10	2.28313e-10
-0.25	-0.03	6.88452e-11	-1.14043e-11	6.97834e-11
-0.25	-0.025	1.67923e-11	-1.24501e-11	2.09043e-11
-0.25	-0.02	-1.10397e-12	-1.68486e-12	2.01432e-12
-0.25	-0.015	9.43902e-13	2.83968e-12	2.99245e-12
-0.25	-0.01	7.62709e-13	4.36182e-13	8.78623e-13
-0.25	-0.005	-4.78236e-13	9.4563e-13	1.05968e-12
-0.25	0	-1.16488e-13	1.03025e-12	1.03681e-12
-0.25	0.005	9.38215e-13	-6.49981e-13	1.14137e-12
-0.25	0.01	6.16736e-13	-8.27494e-13	1.03204e-12
-0.25	0.015	-2.65898e-13	6.79841e-13	7.2999e-13
-0.25	0.02	-3.40998e-12	-2.58157e-12	4.27697e-12
-0.25	0.025	2.15664e-13	-9.95654e-12	9.95888e-12
-0.25	0.03	-1.89025e-12	-1.35493e-11	1.36805e-11
-0.25	0.035	-1.99611e-11	-5.28357e-11	5.64806e-11
-0.25	0.04	-4.28873e-11	-8.03519e-11	9.1081e-11
-0.25	0.045	-7.07102e-11	-3.19594e-11	7.75973e-11
-0.25	0.05	4.0945e-11	3.29863e-10	3.32394e-10
-0.25	0.055	8.18848e-10	1.75828e-09	1.9396e-09
-0.25	0.06	3.53617e-09	5.37171e-09	6.43116e-09
-0.25	0.065	9.70101e-09	1.38627e-08	1.69199e-08
-0.25	0.07	2.0114e-08	3.14302e-08	3.73153e-08
-0.25	0.075	3.49451e-08	6.3081e-08	7.21136e-08
-0.25	0.08	5.10837e-08	1.04549e-07	1.16362e-07
-0.25	0.085	5.05765e-08	1.36334e-07	1.45413e-07
-0.25	0.09	-1.7504e-08	1.38003e-07	1.39109e-07
-0.25	0.095	-2.14754e-07	1.09759e-07	2.41177e-07
-0.25	0.1	-4.80698e-07	9.13701e-08	4.89305e-07
-0.25	0.105	-5.51208e-07	1.84288e-07	5.812e-07
-0.25	0.11	-1.40906e-07	4.93306e-07	5.13035e-07
