-0.25	-0.25	62500
-0.25	-0.245	61275
-0.25	-0.24	60100
-0.25	-0.235	58975
-0.25	-0.23	57900
-0.25	-0.225	56875
-0.25	-0.22	55900
-0.25	-0.215	54975
-0.25	-0.21	54100
-0.25	-0.205	53275
-0.25	-0.2	52500
-0.25	-0.195	51775
-0.25	-0.19	51100
-0.25	-0.185	50475
-0.25	-0.18	49900
-0.25	-0.175	49375
-0.25	-0.17	48900
-0.25	-0.165	48475
-0.25	-0.16	48100
-0.25	-0.155	47775
-0.25	-0.15	47500
-0.25	-0.145	47275
-0.25	-0.14	47100
-0.25	-0.135	46975
-0.25	-0.13	46900
-0.25	-0.125	46875
-0.25	-0.12	46900
-0.25	-0.115	46975
-0.25	-0.11	47100
-0.25	-0.105	47275
-0.25	-0.1	47500
-0.25	-0.095	47775
-0.25	-0.09	48100
-0.25	-0.085	48475
-0.25	-0.08	48900
-0.25	-0.075	49375
-0.25	-0.07	49900
-0.25	-0.065	50475
-0.25	-0.06	51100
-0.25	-0.055	51775
-0.25	-0.05	52500
-0.25	-0.045	53275
-0.25	-0.04	54100
-0.25	-0.035	54975
-0.25	-0.03	55900
-0.25	-0.025	56875
-0.25	-0.02	57900
-0.25	-0.015	58975
-0.25	-0.01	60100
-0.25	-0.005	61275
-0.25	0	62500
-0.25	0.005	63775
-0.25	0.01	65100
-0.25	0.015	66475
-0.25	0.02	67900
-0.25	0.025	69375
-0.25	0.03	70900
-0.25	0.035	72475
-0.25	0.04	74100
-0.25	0.045	75775
-0.25	0.05	77500
-0.25	0.055	79275
-0.25	0.06	81100
-0.25	0.065	82975
-0.25	0.07	84900
-0.25	0.075	86875
-0.25	0.08	88900
-0.25	0.085	90975
-0.25	0.09	93100
-0.25	0.095	95275
-0.25	0.1	97500
-0.25	0.105	99775
-0.25	0.11	102100
-0.25	0.115	104475
-0.25	0.12	106900
-0.25	0.125	109375
-0.25	0.13	111900
-0.25	0.135	114475
-0.25	0.14	117100
-0.25	0.145	119775
-0.25	0.15	122500
-0.25	0.155	125275
-0.25	0.16	128100
-0.25	0.165	130975
-0.25	0.17	133900
-0.25	0.175	136875
-0.25	0.18	139900
-0.25	0.185	142975
-0.25	0.19	146100
-0.25	0.195	149275
-0.25	0.2	152500
-0.25	0.205	155775
-0.25	0.21	159100
-0.25	0.215	162475
-0.25	0.22	165900
-0.25	0.225	169375
-0.25	0.23	172900
-0.25	0.235	176475
-0.25	0.24	180100
-0.25	0.245	183775
-0.245	-0.25	61275
-0.245	-0.245	60025
-0.245	-0.24	58825
-0.245	-0.235	57675
-0.245	-0.23	56575
-0.245	-0.225	55525
-0.245	-0.22	54525
-0.245	-0.215	53575
-0.245	-0.21	52675
-0.245	-0.205	51825
-0.245	-0.2	51025
-0.245	-0.195	50275
-0.245	-0.19	49575
-0.245	-0.185	48925
-0.245	-0.18	48325
-0.245	-0.175	47775
-0.245	-0.17	47275
-0.245	-0.165	46825
-0.245	-0.16	46425
-0.245	-0.155	46075
-0.245	-0.15	45775
-0.245	-0.145	45525
-0.245	-0.14	45325
-0.245	-0.135	45175
-0.245	-0.13	45075
-0.245	-0.125	45025
-0.245	-0.12	45025
-0.245	-0.115	45075
-0.245	-0.11	45175
-0.245	-0.105	45325
-0.245	-0.1	45525
-0.245	-0.095	45775
-0.245	-0.09	46075
-0.245	-0.085	46425
-0.245	-0.08	46825
-0.245	-0.075	47275
-0.245	-0.07	47775
-0.245	-0.065	48325
-0.245	-0.06	48925
-0.245	-0.055	49575
-0.245	-0.05	50275
-0.245	-0.045	51025
-0.245	-0.04	51825
-0.245	-0.035	52675
-0.245	-0.03	53575
-0.245	-0.025	54525
-0.245	-0.02	55525
-0.245	-0.015	56575
-0.245	-0.01	57675
-0.245	-0.005	58825
-0.245	0	60025
-0.245	0.005	61275
-0.245	0.01	62575
-0.245	0.015	63925
-0.245	0.02	65325
-0.245	0.025	66775
-0.245	0.03	68275
-0.245	0.035	69825
-0.245	0.04	71425
-0.245	0.045	73075
-0.245	0.05	74775
-0.245	0.055	76525
-0.245	0.06	78325
-0.245	0.065	80175
-0.245	0.07	82075
-0.245	0.075	84025
-0.245	0.08	86025
-0.245	0.085	88075
-0.245	0.09	90175
-0.245	0.095	92325
-0.245	0.1	94525
-0.245	0.105	96775
-0.245	0.11	99075
-0.245	0.115	101425
-0.245	0.12	103825
-0.245	0.125	106275
-0.245	0.13	108775
-0.245	0.135	111325
-0.245	0.14	113925
-0.245	0.145	116575
-0.245	0.15	119275
-0.245	0.155	122025
-0.245	0.16	124825
-0.245	0.165	127675
-0.245	0.17	130575
-0.245	0.175	133525
-0.245	0.18	136525
-0.245	0.185	139575
-0.245	0.19	142675
-0.245	0.195	145825
-0.245	0.2	149025
-0.245	0.205	152275
-0.245	0.21	155575
-0.245	0.215	158925
-0.245	0.22	162325
-0.245	0.225	165775
-0.245	0.23	169275
-0.245	0.235	172825
-0.245	0.24	176425
-0.245	0.245	180075
-0.24	-0.25	60100
-0.24	-0.245	58825
-0.24	-0.24	57600
-0.24	-0.235	56425
-0.24	-0.23	55300
-0.24	-0.225	54225
-0.24	-0.22	53200
-0.24	-0.215	52225
-0.24	-0.21	51300
-0.24	-0.205	50425
-0.24	-0.2	49600
-0.24	-0.195	48825
-0.24	-0.19	48100
-0.24	-0.185	47425
-0.24	-0.18	46800
-0.24	-0.175	46225
-0.24	-0.17	45700
-0.24	-0.165	45225
-0.24	-0.16	44800
-0.24	-0.155	44425
-0.24	-0.15	44100
-0.24	-0.145	43825
-0.24	-0.14	43600
-0.24	-0.135	43425
-0.24	-0.13	43300
-0.24	-0.125	43225
-0.24	-0.12	43200
-0.24	-0.115	43225
-0.24	-0.11	43300
-0.24	-0.105	43425
-0.24	-0.1	43600
-0.24	-0.095	43825
-0.24	-0.09	44100
-0.24	-0.085	44425
-0.24	-0.08	44800
-0.24	-0.075	45225
-0.24	-0.07	45700
-0.24	-0.065	46225
-0.24	-0.06	46800
-0.24	-0.055	47425
-0.24	-0.05	48100
-0.24	-0.045	48825
-0.24	-0.04	49600
-0.24	-0.035	50425
-0.24	-0.03	51300
-0.24	-0.025	52225
-0.24	-0.02	53200
-0.24	-0.015	54225
-0.24	-0.01	55300
-0.24	-0.005	56425
-0.24	0	57600
-0.24	0.005	58825
